"sumo
actuated",4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
56.6,157.1684451219512,156.91463414634146,157.28158295281582,156.100145137881,156.26937002172338,140.94467496542185,140.9556786703601,92.55305039787798,92.48076923076923,64.54337899543378,63.13355048859935,62.5859375,62.977864583333336,63.09771986970684,62.9114006514658,63.37940026075619,63.40663630448927,63.62866449511401,63.80052151238592,63.813680781758954,63.985677083333336,64.13671875,64.35462842242504,64.16872964169382,65.59114583333333,65.03708523096942,65.0793754066363,65.27456083279115,65.669921875,65.88874430709174,66.48567708333333,67.19128171763175,67.365234375,67.26432291666667,68.18880208333333,68.48210800260247,68.74267100977198,69.40273259596617,69.97394136807817,69.1099544567339,70.27846454131425,70.62589459986988,72.25716145833333,71.546875,73.24283854166667,73.0645371577575,73.68900455432662,74.21990891346779,74.29212752114509,75.46909564085881,76.05924479166667,76.35068314899154,77.17838541666667,78.27391021470397,79.57096354166667,82.49153645833333,95.83431952662721,132.7330623306233,136.8844839371155,149.15205091937764,150.6728439059159,158.41189427312776,160.02304832713756,164.05327245053272,169.22014051522248,173.1295707472178,179.5328407224959,181.37159372419487,190.98,191.6922406277245,201.69110907424383,203.3641404805915,212.54484088717453,216.24975417895772,221.09939759036143,230.7676130389064,232.10876451953538,247.2923250564334,247.9898074745187,265.70940170940173,265.9034229828851,285.3910171730515,286.90571049136787,297.0634482758621,310.16885007278023,311.207299270073,335.5877616747182,335.93870967741935,360.90450450450453,361.2144144144144,375.9141104294479,375.2408163265306
