"sumo
actuated",4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
56.6,354.8179419525066,354.92353328938697,355.6222808174028,340.5206855791962,342.54292480757846,305.0235924932976,305.8258306538049,237.35022134776193,234.1705046545811,178.77122641509433,112.72106690777576,111.23598553345388,108.458690744921,108.30474040632055,110.03301673450927,110.01904761904763,110.0040834845735,110.89095022624434,109.40713962946226,109.0185520361991,107.70944419340262,106.90736556710348,107.13122171945702,106.76933514246947,106.37963800904977,107.81645569620254,107.94524886877828,109.04742547425474,109.53686114880145,110.88426763110307,112.40633484162896,113.13580805794477,113.64094416704494,116.25090579710145,115.96556411418214,117.55031731640979,118.51042611060744,119.74784580498866,119.9342105263158,119.93795289855072,119.28034420289855,120.49434644957033,119.17412935323384,120.32083145051966,121.68173598553345,122.95061169007703,123.88808337109198,125.39882299683114,127.39083068542897,128.13215258855587,129.66772727272726,130.55939918070095,133.03905540417801,135.10691537761602,137.05383211678833,139.45123062898816,139.51961678832117,143.67123287671234,145.31946983546618,147.80823798627003,149.00548696844993,152.20311783585512,160.71946740128558,166.03507152745732,180.7823446987389,196.29990539262062,202.5523311132255,204.58180058083252,207.13179813816757,208.84071677451468,215.9257400903161,216.4340490797546,221.69444444444446,221.77051751176162,224.77436440677965,226.59364908503767,227.24277141298418,230.39636163175302,228.71653543307087,230.8565782044043,228.84311446833237,229.745337995338,228.15940298507462,228.74145170965807,227.1780233271946,227.61214374225526,226.9083490269931,226.55035279025017,225.76903225806453,225.18550531914894,225.1970705725699,223.23740510697033,223.27812284334024,221.44094488188978,221.25089605734766,219.78168498168498,218.05891126025355,217.95668409260642,212.35975135975136,212.24009324009324,203.35766423357666,202.35928629359287,184.95169491525425,184.6420695504665
