"sumo
actuated",4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
97.74,269.48556430446195,270.8958607095926,274.0784378076797,279.7226368159204,286.9768822243049,283.2062686567164,286.8636089318045,278.16873735914476,280.91265235055135,277.3130360205832,274.04208754208753,273.88513513513516,266.2499320836729,267.3019383019383,258.8180147058824,259.2048160889124,251.4637829536729,253.05773672055426,246.18327893547578,242.50074552683895,240.4340320591862,233.21989402697494,234.07070463320463,222.80173423951254,221.90659469608073,205.53380539058932,201.56118721461186,163.08443449048153,143.15567928730513,143.67337807606265,143.10680486705724,142.67020795660036,142.96997270245677,143.0438756855576,144.21569981583795,145.63830280547182,145.23372988103569,144.74167838724802,145.00259924385634,143.69084874348033,144.71445610687022,145.51129807692308,145.92100799612308,147.93615984405457,147.24656862745098,146.34138526004438,145.8608630952381,146.8840289927518,147.5883387785876,147.5035460992908,148.24375955170657,148.41936312275294,151.35529715762274,151.3971853010164,151.14671207754782,151.42762810353935,151.11235059760955,150.21052631578948,150.87196765498652,151.19197396963125,153.3514254385965,153.28217821782178,151.4095951192457,155.15853998328225,154.93813273340834,153.17620396600566,154.38641552511416,155.49209088294506,157.9162817551963,153.6718293395675,157.69512910798122,154.91758078861548,156.3334326579261,154.6456077015644,153.55451241671713,158.29871716554672,155.85714285714286,155.90086741016108,156.02631578947367,155.60966426106057,154.4289356277884,153.1138755980861,151.66051779935276,151.2556781310837,149.7130206625123,149.35841584158416,148.33222591362127,146.78662634408602,146.0185372430064,143.1611909650924,142.8081534772182,140.06687565308255,139.80459770114942,136.9432221433641,137.01561945331915,135.25636428827536,133.3090843286283,132.85548714233974,128.5533407161314,128.35843484680694,122.25715361445783,122.09073795180723,112.45272867025365,112.23866256725596
