"sumo
actuated",4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
97.74,116.31852879944483,118.03783408538702,120.32997218358831,129.66860863605208,131.875173370319,132.92236662106703,134.1307347361159,133.40873422040258,135.99448275862068,134.65226337448559,135.3529814941741,136.78085991678225,134.96301369863014,137.2994448299792,134.80771857923497,136.44735933724542,135.19199178644763,135.38953888506538,134.89715461090162,134.88348845225784,133.73143053645117,130.5352981494174,131.01073407202216,119.47887323943662,115.69634230503796,96.51890034364261,96.91980474198047,97.35824561403508,97.88536845852616,98.64551971326165,99.5342515404132,100.21062271062272,101.59220779220779,102.306191369606,103.09156261823685,104.50307455803228,104.87664346481051,106.63021243115656,106.87346777382365,108.46237424547283,109.19829683698296,109.96344969199178,111.7472939217319,112.70193929173693,113.96158770806659,114.3093803786575,116.62050832602979,117.20070733863837,119.34624043223774,120.00272603362109,121.79630484988452,122.86863020102852,124.63739914570479,126.07307692307693,127.86988304093568,129.87090367428004,130.69088176352705,133.234118852459,134.31679586563308,137.41618191433105,137.80298189563365,140.86328976034858,141.7724024189115,144.89157303370786,146.66780821917808,148.1270207852194,151.91167753408416,151.9446098868374,156.73891625615764,157.62190594059405,162.31797824696096,163.11719253058595,167.12557832121612,169.56317204301075,172.0013698630137,176.15319747013353,177.01624293785312,183.90721649484536,183.64874815905745,191.3297213622291,191.62432223082882,199.3832384052075,199.33876221498372,203.2406015037594,208.0826873385013,208.48445595854923,216.23809523809524,215.6867579908676,221.48979591836735,221.245869776482,219.01557632398755,218.94080996884736
