"sumo
actuated",4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
97.74,113.26845403899722,114.34865900383141,115.09243111266132,121.06015037593986,124.7845152449469,128.90597420230822,130.73321917808218,130.8653130287648,132.18858899897506,132.53137789904503,132.89479060265577,133.48631074606433,133.1347589952478,134.30616438356165,133.67198641765705,135.08813443072702,133.9632777966678,134.5616672360779,134.90775538093612,133.8144996596324,135.12688614540465,133.00374276964953,132.1843899113838,130.36774193548388,130.93331053351574,122.93193362682018,124.52509388869922,106.49676760802994,96.35022101326079,97.08367768595042,97.54848800834202,97.67134338828481,98.69434628975264,99.54983922829582,100.5657514450867,101.14119359534207,101.63920559029054,102.46416635722242,103.15773698014237,104.09621212121212,104.74750957854405,105.41103820918565,106.27194693718299,107.69565217391305,108.23747016706444,109.45905607099637,109.86069246435845,110.92789451998352,112.11625,113.46131078224101,114.18201193520886,115.45125107851597,116.63893728222996,118.25586542718017,118.9450156459544,119.45011286681715,121.20898258478461,121.6554272517321,123.7444809769845,124.55787476280835,126.97776703721604,128.24269005847952,129.57631318136768,130.51527290936406,131.78934010152284,133.4763130792997,134.7159209157128,137.1395966029724,137.64526484751204,140.54991816693945,141.25522552255225,144.4143179255919,145.28149829738933,147.74941860465117,148.91735052754981,152.0239520958084,154.0018203883495,154.90140845070422,158.94213836477988,159.38164556962025,163.2707110241357,163.48431372549018,168.15108401084012,168.89394969408565,173.4303708887334,175.41784702549575,177.6231046931408,181.41506646971936,181.54781319495922,188.47993827160494,188.06949806949808,194.44462409054162,194.49190938511327,201.45984784446324,202.12393887945672,204.95052083333334,209.30597680642285,209.43112701252235,215.04331450094162,214.62088428974602,218.22011952191235,217.7910447761194,211.65644820295984,211.56659619450318
