"sumo
actuated",4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
56.6,151.71483474250576,151.99461123941492,151.99077632590314,154.71670345842531,154.9933774834437,146.35684062059238,146.81369089625971,119.79539295392954,119.9661705006766,102.01466666666667,65.95950359242325,64.67947882736156,64.40091264667537,64.56742671009772,64.85016286644951,65.04039087947882,65.27314211212516,65.02545691906005,65.293542074364,64.87434895833333,64.30097719869707,64.2742671009772,63.650390625,64.48111979166667,64.34114583333333,64.484375,65.33051398828887,65.447265625,65.80884265279583,66.01951854261549,66.35458685751463,66.80234070221066,67.583984375,68.36588541666667,68.52864583333333,69.14583333333333,69.66405740378343,69.76837996096292,70.4814332247557,70.056640625,70.18518518518519,70.56929082628497,69.82456140350877,71.20597790773229,71.11067708333333,71.64085881587508,72.15895765472312,73.14703968770331,73.60897852960312,74.44393741851368,74.78617992177314,76.17079530638853,76.62532637075718,76.87924281984334,78.0359477124183,78.22302158273381,79.58115183246073,80.30869849574886,80.49639816633923,81.12369109947645,80.91939711664482,81.36500655307995,82.40971766250821,93.12401055408971,116.42013422818792,134.3681693989071,138.8696551724138,148.02478753541075,151.25035765379113,156.6340206185567,158.41233283803862,164.66462010744436,167.3248062015504,172.25477707006368,176.33144246353322,180.71830985915494,185.9004255319149,188.54184641932702,195.67502238137868,196.6449864498645,205.5217803030303,205.3778409090909,215.45878848063555,216.74674674674674,224.6545265348595,229.92021276595744,234.37704918032787,244.30533484676505,246.43283582089552,259.9658952496955,260.74969474969475,277.83355176933156,277.829619921363,295.3333333333333,297.6212765957447,305.74631268436576,319.3245749613601,318.6244204018547,342.2037351443124,341.2813559322034,362.1732580037665,361.3069679849341,366.0951374207188,366.06976744186045
